price,name,_id
27.90,Python：统计人的视角/统计数据分析与应用丛书,5a9ea6084d38bc106c417d26
49.50,Python程序设计 第3版 Python之父作序推荐编程入门教程书籍,5a9ea6084d38bc106c417d27
73.40,Python Cookbook(中文版 第3版) 计算机与互联网 书籍,5a9ea6084d38bc106c417d28
62.10,树莓派Python编程入门与实战（第2版）,5a9ea6084d38bc106c417d29
79.20,Python核心编程(第3版) 计算机与互联网 书箱|4954417,5a9ea6084d38bc106c417d2a
53.10,机器学习系统设计：Python语言实现,5a9ea6084d38bc106c417d2b
40.70,Python数据挖掘入门与实践 计算机与互联网 书籍,5a9ea6084d38bc106c417d2c
32.80,零基础入门学习Python 小甲鱼计算机/网络 程序设计 零基础学编程基础学习教程,5a9ea6084d38bc106c417d2d
39.50,包邮 Python学习从入门到实践 python基础教程书籍 Python核心编程 书籍,5a9ea6084d38bc106c417d2e
45.50,Python自动化运维：技术与zui佳实践 计算机与互联网 书箱|3804188,5a9ea6084d38bc106c417d2f
49.50,Python高手之路 第3版,5a9ea6084d38bc106c417d30
57.80,利用Python进行数据分析 麦金尼 计算机与互联网 书籍,5a9ea6084d38bc106c417d31
39.20,从Python开始学编程,5a9ea6084d38bc106c417d32
31.80,贝叶斯思维 统计建模的Python学习法 计算机与互联网 书籍,5a9ea6084d38bc106c417d33
53.10,预测分析：Python语言实现,5a9ea6084d38bc106c417d34
131.00,Python核心编程 第3版+Python基础教程 全2册 python开发大全,5a9ea6084d38bc106c417d35
39.80,Python黑帽子 黑客与渗透测试编程之道  Python基础教程 计算机网络编程书籍,5a9ea6084d38bc106c417d36
59.40,Python并行编程参考手册（影印版）,5a9ea6084d38bc106c417d37
53.10,机器人系统设计与制作：Python语言实现,5a9ea6084d38bc106c417d38
42.70,Python开发向导/云计算工程师系列,5a9ea6084d38bc106c417d39
34.60,零基础入门学习Python 小甲鱼编 计算机与互联网 书籍,5a9ea6084d38bc106c417d3a
34.50,【正版包邮】笨办法学Python(附光盘第3版) Python入门书籍 计算机系统基础入门,5a9ea6084d38bc106c417d3b
125.10,程序设计导论：Python语言实践（英文版）,5a9ea6084d38bc106c417d3c
43.10,贝叶斯思维 统计建模的Python学习法 程序设计书籍,5a9ea6084d38bc106c417d3d
59.85,Python Web开发实战 董伟明 9787121297335,5a9ea6084d38bc106c417d3e
71.10,Python数据分析基础（影印版 英文版）,5a9ea6084d38bc106c417d3f
28.40,用Python写网络爬虫 计算机与互联网 书籍,5a9ea6084d38bc106c417d40
79.20,PYTHON基础教程(第三版),5a9ea6084d38bc106c417d41
35.10,爱上Python 一日精通Python编程,5a9ea6084d38bc106c417d42
36.00,笨办法 学Python 第3版 计算机程序设计 python基础教程python编程基础,5a9ea6084d38bc106c417d43
80.80,包邮PySpark实战指南 利用Python和Spark+Apache Spark机器学习,5a9ea6094d38bc106c417d44
44.20,Python3.5从零开始学 刘宇宙编 计算机与互联网 书籍,5a9ea6094d38bc106c417d45
53.10,Python和Pygame游戏开发指南,5a9ea6094d38bc106c417d46
150.50,用Python写网络爬虫+Python网络数据采集+利用Python进行数据分析3本书籍,5a9ea6094d38bc106c417d47
53.10,数据科学实战手册 R+Python,5a9ea6094d38bc106c417d48
62.00,Python 3学习笔记（上卷）,5a9ea6094d38bc106c417d49
147.00,包邮 Python高效开发实战+Python Web开发实战 2本,5a9ea6094d38bc106c417d4a
108.00,ORe1lly:Python学习手册(第4版)鲁特兹 著 学习Python的主要内建对象,5a9ea6094d38bc106c417d4b
33.63,跟老齐学Python:轻松入门 齐伟著 9787121306624,5a9ea6094d38bc106c417d4c
60.50,Python 语言构建机器学习系统 第2版（影印版）,5a9ea6094d38bc106c417d4d
46.70,Python算法教程 计算机与互联网 书籍,5a9ea6094d38bc106c417d4e
71.10,Python数据科学指南,5a9ea6094d38bc106c417d4f
53.10,Python程序设计教程,5a9ea6094d38bc106c417d50
133.50,Python网络数据采集+Python核心编程（套装共2册）,5a9ea6094d38bc106c417d51
48.70,Python数据科学导论,5a9ea6094d38bc106c417d52
62.30,利用Python进行数据分析,5a9ea6094d38bc106c417d53
47.20,Python 3.5从零开始学 计算机与互联网 书箱|6257661,5a9ea6094d38bc106c417d54
71.10,Maya Python 游戏与影视编程指南,5a9ea6094d38bc106c417d55
49.50,Python机器学习算法 Python语言编程教程书籍 python数据分析书籍,5a9ea6094d38bc106c417d56
69.50,Python漫游指南（影印版 英文版）,5a9ea6094d38bc106c417d57
87.80,包邮 机器人Python极客编程入门与实战+机器人系统设计与制作 Python语言实现,5a9ea6094d38bc106c417d58
42.50,毫无障碍学Python编程从入门到实践python3.0绝技核心编程教程网络爬虫入门书籍,5a9ea6094d38bc106c417d59
47.00,Python树莓派编程 计算机与互联网 书籍,5a9ea6094d38bc106c417d5a
36.80,像计算机科学家一样思考Python Python核心编程 python进行数据分析基础教材,5a9ea6094d38bc106c417d5b
58.70,Python自然语言处理 计算机与互联网 书籍,5a9ea6094d38bc106c417d5c
132.80,包邮PyQt5快速开发与实战+Python Qt GUI快速编程—PyQt编程指南,5a9ea6094d38bc106c417d5d
118.00,包邮 Python地理数据处理+Python地理空间分析指南 第2版,5a9ea6094d38bc106c417d5e
44.80,机器学习 Python实践 魏贞原 Python机器学习入门图书 Python编程语言教,5a9ea6094d38bc106c417d5f
52.10,Python爬虫开发与项目实战 计算机与互联网 书箱|5894193,5a9ea6094d38bc106c417d60
79.80,利用Python进行数据分析 麦金尼著Python核心编程教材 Python语言 开发入门,5a9ea6094d38bc106c417d61
54.50,Python密码学编程,5a9ea6094d38bc106c417d62
80.10,Python编程 从入门到实践,5a9ea6094d38bc106c417d63
40.30,数据科学导论：Python语言实现,5a9ea6094d38bc106c417d64
100.00,包邮 Python绝技：运用Python成为黑客+Python 黑帽子：黑客与渗透测试,5a9ea6094d38bc106c417d65
197.00,包邮 跟老齐学Python：Django实战+高效开发实战+Web开发实战 3本,5a9ea6094d38bc106c417d66
79.20,零起点Python足彩大数据与机器学习实盘分析,5a9ea6094d38bc106c417d67
39.80,Python黑帽子 黑客与渗透测试编程之道  Python基础教程 计算机网络编程书籍,5a9ea6094d38bc106c417d68
100.30,从Python小白到爬虫高手（套装共2册）,5a9ea6094d38bc106c417d69
39.10,Python零基础入门学习-水木书荟,5a9ea6094d38bc106c417d6a
89.10,Python核心编程（第3版）,5a9ea6094d38bc106c417d6b
59.90,Python编程 从入门到实践,5a9ea6094d38bc106c417d6c
107.00,OpenCV 3计算机视觉：Python语言实现+OpenCV图像处理编程实例 计算机 书,5a9ea6094d38bc106c417d6d
35.00,Python数据抓取技术与实战,5a9ea6094d38bc106c417d6e
88.00,包邮 Web测试囧事+web接口开发与自动化测试 基于Python语言 虫师,5a9ea6094d38bc106c417d6f
48.70,Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,5a9ea6094d38bc106c417d70
78.30,Python机器学习（影印版）,5a9ea6094d38bc106c417d71
80.10,Python机器学习入门（影印版 英文版）,5a9ea6094d38bc106c417d72
53.60,华章程序员书库·Python编程实战：运用设计模式、并发和程序库创建高质量程序,5a9ea6094d38bc106c417d73
30.70,Python设计模式 第2版,5a9ea6094d38bc106c417d74
51.80,Python编程快速上手 让繁琐工作自动化,5a9ea6094d38bc106c417d75
80.10,利用Python进行数据分析,5a9ea6094d38bc106c417d76
53.10,Python 3.5从零开始学,5a9ea6094d38bc106c417d77
148.50,Python编程（第4版 套装上下册）,5a9ea6094d38bc106c417d78
118.00,包邮 跟老齐学Python：Django实战 +Python新手使用Django架站的,5a9ea6094d38bc106c417d79
68.80,Python编程 从入门到实践 核心编程语言书籍 计算机程序设计从零到精通到实践手册,5a9ea6094d38bc106c417d7a
76.60,Python科学计算(第2版) 张若愚 计算机与互联网 书籍,5a9ea6094d38bc106c417d7b
70.30,Python自然语言处理,5a9ea6094d38bc106c417d7c
58.60,Python算法教程,5a9ea6094d38bc106c417d7d
71.10,Python Qt GUI快速编程：PyQt编程指南,5a9ea6094d38bc106c417d7e
64.90,从零开始学Python程序设计,5a9ea6094d38bc106c417d7f
88.10,Python核心编程 第3版 英文版,5a9ea6094d38bc106c417d80
65.80,【附光盘】正版 零基础学Python Python核心编程 Python基础入门教程书籍,5a9ea6094d38bc106c417d81
89.10,Python基础教程（第3版）,5a9ea6094d38bc106c417d82
125.10,流畅的Python,5a9ea6094d38bc106c417d83
35.50,用Python写网络爬虫,5a9ea6094d38bc106c417d84
71.10,Python数据分析实战,5a9ea6094d38bc106c417d85
94.40,Python科学计算(第2版)（附光盘）Python科学计算中常用的扩展库NumPy Sc,5a9ea6094d38bc106c417d86
64.90,预测分析建模：Python与R语言实现,5a9ea6094d38bc106c417d87
29.10,Python袖珍指南（第5版）,5a9ea6094d38bc106c417d88
38.70,像计算机科学家一样思考Python 第2版,5a9ea6094d38bc106c417d89
45.90,Effective Python：编写高质量Python代码的59个有效方法,5a9ea6094d38bc106c417d8a
79.20,Python3面向对象编程（第2版 影印版 英文版）,5a9ea6094d38bc106c417d8b
79.20,Python新手使用Django架站的16堂课,5a9ea6094d38bc106c417d8c
64.90,计算机科学丛书：Python语言程序设计,5a9ea6094d38bc106c417d8d
53.10,Python数据挖掘入门与实践,5a9ea6094d38bc106c417d8e
38.70,“笨办法”学Python（第3版 附光盘1张）,5a9ea6094d38bc106c417d8f
54.50,Python基础教程(第2版 修订版),5a9ea6094d38bc106c417d90
66.80,Python 3学习笔记（上卷）基于Python 3.6 Python 编程书籍,5a9ea6094d38bc106c417d91
62.10,Python程序设计入门到实战,5a9ea6094d38bc106c417d92
125.10,流畅的Python 编程教程书籍 人民邮电出版社正版书籍,5a9ea6094d38bc106c417d93
79.20,Python+Spark 2.0+Hadoop机器学习与大数据实战,5a9ea6094d38bc106c417d94
62.10,精通Python网络爬虫：核心技术、框架与项目实战,5a9ea6094d38bc106c417d95
53.10,图灵程序设计丛书·Flask Web开发：基于Python的Web应用开发实战,5a9ea6094d38bc106c417d96
71.10,零基础学Python,5a9ea6094d38bc106c417d97
55.20,Python可以这样学,5a9ea6094d38bc106c417d98
56.70,Python数据分析与挖掘实战,5a9ea6094d38bc106c417d99
107.10,O'Reilly：Python学习手册（第4版）,5a9ea6094d38bc106c417d9a
54.50,数据结构 Python语言描述,5a9ea6094d38bc106c417d9b
85.40,Python Linux系统管理与自动化运维 赖明星 计算机与互联网 书籍,5a9ea6094d38bc106c417d9c
56.60,Effective Python 编写高质量Python代码的59个有效方法 计算机与互,5a9ea6094d38bc106c417d9d
41.70,笨办法学Python-(第3版)-(附光盘),5a9ea6094d38bc106c417d9e
89.00,Python基础教程 第3版,5a9ea6094d38bc106c417d9f
70.20,Python高级编程 第2版,5a9ea6094d38bc106c417da0
68.80,Python编程 从入门到实践 核心编程语言书籍 计算机程序设计从零到精通到实践手册,5a9ea6094d38bc106c417da1
47.20,零起点Python机器学习快速入门,5a9ea6094d38bc106c417da2
51.90,正版 Python 网络爬虫实战 胡松涛 计算机编程/程序设计 大数据工程师的Python,5a9ea6094d38bc106c417da3
53.10,Python数据分析实战,5a9ea6094d38bc106c417da4
74.30,量化投资：以Python为工具,5a9ea6094d38bc106c417da5
96.00,Head First Python（第二版）,5a9ea6094d38bc106c417da6
46.60,教孩子学编程 Python语言版,5a9ea6094d38bc106c417da7
38.90,机器人系统设计与制作：Python语言实现 计算机与互联网 书箱|5386910,5a9ea6094d38bc106c417da8
56.60,机器学习系统设计 Python语言实现 计算机与互联网 书籍,5a9ea6094d38bc106c417da9
51.00,包邮 Python游戏编程快速上手 第4版 计算机网络 程序设计制作流程书 游戏编程入门,5a9ea6094d38bc106c417daa
93.20,Python科学计算(第2版)（附光盘）,5a9ea6094d38bc106c417dab
54.40,Python贝叶斯分析,5a9ea6094d38bc106c417dac
71.10,Python网络编程（第3版）,5a9ea6094d38bc106c417dad
39.80,Python高级编程,5a9ea6094d38bc106c417dae
78.50,Python学习手册:第4版 计算机与互联网 书箱|197976,5a9ea6094d38bc106c417daf
62.30,Python地理空间分析指南（第2版）,5a9ea6094d38bc106c417db0
44.10,图灵程序设计丛书·Python数据分析基础教程：NumPy学习指南（第2版）,5a9ea6094d38bc106c417db1
53.10,Python网络数据采集,5a9ea60a4d38bc106c417db2
56.00,Python基础教程(第2版 修订版) 计算机与互联网 书籍,5a9ea60a4d38bc106c417db3
71.10,Python绝技：运用Python成为顶级黑客,5a9ea60a4d38bc106c417db4
70.80,流利的Python语言(影印版)(英文版),5a9ea60a4d38bc106c417db5
265.50,Python大战机器学习+深度学习、优化与识别+TensorFlow实战+深度学习框架,5a9ea60a4d38bc106c417db6
34.10,Python黑帽子 黑客与渗透测试编程之道 计算机与互联网 书籍,5a9ea60a4d38bc106c417db7
44.10,Python树莓派编程,5a9ea60a4d38bc106c417db8
44.10,算法图解,5a9ea60a4d38bc106c417db9
44.80,Python零基础入门学习-水木书荟,5a9ea60a4d38bc106c417dba
46.50,精通Python自然语言处理,5a9ea60a4d38bc106c417dbb
61.40,Python程序设计案例课堂,5a9ea60a4d38bc106c417dbc
131.00,Python核心编程 第3版+Python基础教程 全2册 python开发大全,5a9ea60a4d38bc106c417dbd
62.10,父与子的编程之旅：与小卡特一起学Python,5a9ea60a4d38bc106c417dbe
55.20,Python机器学习实践指南,5a9ea60a4d38bc106c417dbf
48.30,Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,5a9ea60a4d38bc106c417dc0
89.00,包邮 Python游戏编程入门 +Python游戏编程快速上手 第4版 2本,5a9ea60a4d38bc106c417dc1
35.50,(正版特价)Python爬虫开发与项目实战 计算机与互联网 书箱|230303,5a9ea60a4d38bc106c417dc2
54.50,Python机器学习 预测分析核心算法,5a9ea60a4d38bc106c417dc3
44.10,Python网络爬虫从入门到实践,5a9ea60a4d38bc106c417dc4
55.20,Python大战机器学习：数据科学家的第一个小目标,5a9ea60a4d38bc106c417dc5
44.10,Python与数据挖掘,5a9ea60a4d38bc106c417dc6
89.10,Python Web开发 测试驱动方法,5a9ea60a4d38bc106c417dc7
54.40,Python极客项目编程,5a9ea60a4d38bc106c417dc8
85.30,Python Cookbook（第3版）中文版,5a9ea60a4d38bc106c417dc9
54.50,Python程序设计 第3版,5a9ea60a4d38bc106c417dca
38.50,Python游戏编程入门,5a9ea60a4d38bc106c417dcb
53.80,21天学通Python,5a9ea60a4d38bc106c417dcc
55.20,Python全栈开发实践入门,5a9ea60a4d38bc106c417dcd
62.10,Python计算机视觉编程,5a9ea60a4d38bc106c417dce
71.20,Python 3学习笔记（上卷）,5a9ea60a4d38bc106c417dcf
80.10,Python Linux系统管理与自动化运维,5a9ea60a4d38bc106c417dd0
45.80,包邮 Selenium自动化测试之道——基于Python和Java语言 计算机 软件开发,5a9ea60a4d38bc106c417dd1
62.10,Python数据分析基础,5a9ea60a4d38bc106c417dd2
38.80,python语言程序设计基础(第2版)嵩天 Python编程从入门到实践 基础教程 书籍,5a9ea60a4d38bc106c417dd3
46.50,Python数据分析,5a9ea60a4d38bc106c417dd4
47.20,跟老齐学Python：轻松入门,5a9ea60a4d38bc106c417dd5
63.20,深入浅出深度学习：原理剖析与Python实践,5a9ea60a4d38bc106c417dd6
35.80,面向ArcGIS的Python脚本编程 计算机与互联网 书籍,5a9ea60c4d38bc106c417dd7
58.70,数据结构-(Python语言描述),5a9ea60c4d38bc106c417dd8
75.00,量化投资：以Python为工具   编程语言与程序设计,5a9ea60c4d38bc106c417dd9
74.50,包邮 零基础入门学习Python+用Python写网络爬虫 Python3编程入门教程书籍,5a9ea60c4d38bc106c417dda
50.20,Python数据分析,5a9ea60c4d38bc106c417ddb
143.50,Python参考手册 第4版 修订版+Python Web开发实战 董伟明 著,5a9ea60c4d38bc106c417ddc
62.10,Python数据可视化,5a9ea60c4d38bc106c417ddd
125.80,Python编程快速上手+核心编程(第3版) python3.0绝技核心编程基础教程书,5a9ea60c4d38bc106c417dde
31.50,Python编程基础,5a9ea60c4d38bc106c417ddf
25.65,"Python网络编程攻略 [英] 萨卡尔,安道 9787115372697",5a9ea60c4d38bc106c417de0
35.40,Python数据挖掘入门与实践 9787115427106,5a9ea60c4d38bc106c417de1
87.00,6g 量化交易之路 用Python做股票量化分析 计算机网络 程序设计 投资理财 证券股票,5a9ea60c4d38bc106c417de2
94.52,流畅的Python/图灵程序设计丛书,5a9ea60c4d38bc106c417de3
45.30,正版 精通Python爬虫框架ScrapyScrapy从入门到精通数据抓取软件架构开发设,5a9ea60c4d38bc106c417de4
41.30,Python 3.5从零开始学,5a9ea60c4d38bc106c417de5
55.30,Maya Python 游戏与影视编程指南,5a9ea60c4d38bc106c417de6
75.80,Python爬虫开发与项目实战 范传辉编 计算机与互联网 书籍,5a9ea60c4d38bc106c417de7
58.80,现货包邮 Python高效开发实战——Django、Tornado、Flask,5a9ea60c4d38bc106c417de8
34.50,Python学习从入门到实践 python基础教程书籍 核心编程 网络爬虫,5a9ea60c4d38bc106c417de9
33.63,Python程序设计教程 林信良 9787302457862,5a9ea60c4d38bc106c417dea
31.05,趣学Python编程,5a9ea60c4d38bc106c417deb
67.20,Python机器学习,5a9ea60c4d38bc106c417dec
78.30,Python新手使用Django架站的16堂课 可作为希望快速上手Python+Djang,5a9ea60c4d38bc106c417ded
44.00,python基础教程 零基础入门学习Python 3 鱼C工作室小甲鱼编著 程序设计核心编,5a9ea60c4d38bc106c417dee
99.80,包邮 精通Python网络爬虫：核心技术、框架与项目实战+Python网络数据采集,5a9ea60c4d38bc106c417def
132.80,教孩子学编程 Python语言版+趣学Python+趣学JavaScript 教孩子学编程,5a9ea60c4d38bc106c417df0
40.90,趣学Python编程,5a9ea60c4d38bc106c417df1
52.50,利用Python进行数据分析 9787111436737,5a9ea60c4d38bc106c417df2
141.00,包邮 Python金融大数据分析+利用Python进行数据分析,5a9ea60c4d38bc106c417df3
83.40,（满79包邮）流畅的Python [巴西]卢西亚诺·拉马略(Luciano Ramalho,5a9ea60c4d38bc106c417df4
48.40,从零开始学Python网络爬虫,5a9ea60c4d38bc106c417df5
64.10,量化交易之路-用Python做股票量化分析,5a9ea60c4d38bc106c417df6
34.20,Python编程基础,5a9ea60c4d38bc106c417df7
54.51,Python高性能编程,5a9ea60c4d38bc106c417df8
39.50,包邮  NLTK基础教程 用NLTK和Python库构建机器学习应用 自然语言处理,5a9ea60c4d38bc106c417df9
55.30,Python数据分析实战 计算机与互联网 书箱|6399154,5a9ea60c4d38bc106c417dfa
147.80,包邮 贝叶斯思维:统计建模的Python学习法+利用Python进行数据分析+统计思维 P,5a9ea60c4d38bc106c417dfb
264.00,Python网络编程（第3版）+数据分析实战+核心编程第3版+编程快速上手【套装4册】 编程4本套装,5a9ea60c4d38bc106c417dfc
97.00,包邮 机器人制作实践指南+机器人系统设计与制作:Python语言实现 2本,5a9ea60c4d38bc106c417dfd
35.30,Python硬件编程实战,5a9ea60c4d38bc106c417dfe
38.20,趣学Python编程,5a9ea60c4d38bc106c417dff
87.50,PytPython程序设计教程+从Python开始学编程 Vamei python编程语言,5a9ea60c4d38bc106c417e00
35.50,PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,5a9ea60c4d38bc106c417e01
46.00,Python程序设计案例课堂,5a9ea60c4d38bc106c417e02
103.50,包邮Python 3学习笔记(上卷) 雨痕+零基础入门学习Python 小甲鱼,5a9ea60c4d38bc106c417e03
40.50,趣学Python编程,5a9ea60c4d38bc106c417e04
60.04,Python金融实战,5a9ea60c4d38bc106c417e05
42.00,跟老齐学Python：轻松入门 齐伟Python入门书籍 python核心编程技术,5a9ea60c4d38bc106c417e06
41.30,Python**编程,5a9ea60c4d38bc106c417e07
55.30,Python项目开发实战 第2版,5a9ea60c4d38bc106c417e08
148.00,Python网络编程（第3版）+数据分析实战+核心编程第3版+编程快速上手【套装4册】 基础+进阶2本,5a9ea60c4d38bc106c417e09
49.50,现货Selenium WebDriver3.0 自动化测试框架实战指南 python语言版,5a9ea60c4d38bc106c417e0a
147.90,Python物理学高效计算+Python数据处理 Python编程教程书籍,5a9ea60c4d38bc106c417e0b
69.30,零起点Python足彩大数据与机器学习实盘分析 Python编程语言书籍 机器学习,5a9ea60c4d38bc106c417e0c
41.40,Python编程快速上手:让繁琐工作自动化 [美] Al Sweigart  斯维加特 9,5a9ea60c4d38bc106c417e0d
96.00,机器人系统设计与制作：Python语言实现+ROS机器人程序设计（原书第2版）2本,5a9ea60c4d38bc106c417e0e
53.80,Python算法教程,5a9ea60c4d38bc106c417e0f
41.00,机器人系统设计与制作：Python语言实现,5a9ea60c4d38bc106c417e10
112.50,Python基础教程(第2版 修订版)+机器学习实战 python基础教程指南  Pyt,5a9ea60c4d38bc106c417e11
60.04,Python语言及其应用,5a9ea60c4d38bc106c417e12
62.00,包邮 Python Qt GUI快速编程:PyQt编程指南 计算机网络 python语言,5a9ea60d4d38bc106c417e13
38.60,OpenCV 3计算机视觉：Python语言实现（原书2版）,5a9ea60d4d38bc106c417e14
45.50,Python机器学习 预测分析核心算法 计算机与互联网 书籍,5a9ea60d4d38bc106c417e15
45.80,包邮 Selenium自动化测试之道——基于Python和Java语言 计算机 软件开发,5a9ea60d4d38bc106c417e16
34.80,"【北京发货】Python入门经典 [美]Katie Cunningham,李军,李强",5a9ea60d4d38bc106c417e17
34.30,PySpark实战指南：利用Python和Spark构建数据密集型应用并…|6877019,5a9ea60d4d38bc106c417e18
46.60,机器人Python极客编程入门与实战 Python极客团队,5a9ea60d4d38bc106c417e19
71.20,预售 Python核心编程 第二版 Python领域经典的开发指南 不可错过的编程实践宝典,5a9ea60e4d38bc106c417e1a
